Overall Qual,Gr Liv Area,Total Bsmt SF,Garage Area,1st Flr SF,Garage Cars,Year Built,Garage Yr Blt,Year Remod/Add,Full Bath,Overall Qual^2,Overall Qual Gr Liv Area,Overall Qual Total Bsmt SF,Overall Qual Garage Area,Overall Qual 1st Flr SF,Overall Qual Garage Cars,Overall Qual Year Built,Overall Qual Garage Yr Blt,Overall Qual Year Remod/Add,Overall Qual Full Bath,Gr Liv Area^2,Gr Liv Area Total Bsmt SF,Gr Liv Area Garage Area,Gr Liv Area 1st Flr SF,Gr Liv Area Garage Cars,Gr Liv Area Year Built,Gr Liv Area Garage Yr Blt,Gr Liv Area Year Remod/Add,Gr Liv Area Full Bath,Total Bsmt SF^2,Total Bsmt SF Garage Area,Total Bsmt SF 1st Flr SF,Total Bsmt SF Garage Cars,Total Bsmt SF Year Built,Total Bsmt SF Garage Yr Blt,Total Bsmt SF Year Remod/Add,Total Bsmt SF Full Bath,Garage Area^2,Garage Area 1st Flr SF,Garage Area Garage Cars,Garage Area Year Built,Garage Area Garage Yr Blt,Garage Area Year Remod/Add,Garage Area Full Bath,1st Flr SF^2,1st Flr SF Garage Cars,1st Flr SF Year Built,1st Flr SF Garage Yr Blt,1st Flr SF Year Remod/Add,1st Flr SF Full Bath,Garage Cars^2,Garage Cars Year Built,Garage Cars Garage Yr Blt,Garage Cars Year Remod/Add,Garage Cars Full Bath,Year Built^2,Year Built Garage Yr Blt,Year Built Year Remod/Add,Year Built Full Bath,Garage Yr Blt^2,Garage Yr Blt Year Remod/Add,Garage Yr Blt Full Bath,Year Remod/Add^2,Year Remod/Add Full Bath,Full Bath^2,SalePrice
7.0,1820.0,910.0,816.0,910.0,3.0,1996.0,1996.0,1997.0,2.0,49.0,12740.0,6370.0,5712.0,6370.0,21.0,13972.0,13972.0,13979.0,14.0,3312400.0,1656200.0,1485120.0,1656200.0,5460.0,3632720.0,3632720.0,3634540.0,3640.0,828100.0,742560.0,828100.0,2730.0,1816360.0,1816360.0,1817270.0,1820.0,665856.0,742560.0,2448.0,1628736.0,1628736.0,1629552.0,1632.0,828100.0,2730.0,1816360.0,1816360.0,1817270.0,1820.0,9.0,5988.0,5988.0,5991.0,6.0,3984016.0,3984016.0,3986012.0,3992.0,3984016.0,3986012.0,3992.0,3988009.0,3994.0,4.0,213000
7.0,1724.0,880.0,527.0,880.0,2.0,1998.0,1998.0,1999.0,2.0,49.0,12068.0,6160.0,3689.0,6160.0,14.0,13986.0,13986.0,13993.0,14.0,2972176.0,1517120.0,908548.0,1517120.0,3448.0,3444552.0,3444552.0,3446276.0,3448.0,774400.0,463760.0,774400.0,1760.0,1758240.0,1758240.0,1759120.0,1760.0,277729.0,463760.0,1054.0,1052946.0,1052946.0,1053473.0,1054.0,774400.0,1760.0,1758240.0,1758240.0,1759120.0,1760.0,4.0,3996.0,3996.0,3998.0,4.0,3992004.0,3992004.0,3994002.0,3996.0,3992004.0,3994002.0,3996.0,3996001.0,3998.0,4.0,188000
6.0,1336.0,1121.0,488.0,1336.0,2.0,1958.0,1958.0,1958.0,1.0,36.0,8016.0,6726.0,2928.0,8016.0,12.0,11748.0,11748.0,11748.0,6.0,1784896.0,1497656.0,651968.0,1784896.0,2672.0,2615888.0,2615888.0,2615888.0,1336.0,1256641.0,547048.0,1497656.0,2242.0,2194918.0,2194918.0,2194918.0,1121.0,238144.0,651968.0,976.0,955504.0,955504.0,955504.0,488.0,1784896.0,2672.0,2615888.0,2615888.0,2615888.0,1336.0,4.0,3916.0,3916.0,3916.0,2.0,3833764.0,3833764.0,3833764.0,1958.0,3833764.0,3833764.0,1958.0,3833764.0,1958.0,1.0,162000
5.0,1558.0,910.0,282.0,910.0,1.0,1950.0,1950.0,1950.0,1.0,25.0,7790.0,4550.0,1410.0,4550.0,5.0,9750.0,9750.0,9750.0,5.0,2427364.0,1417780.0,439356.0,1417780.0,1558.0,3038100.0,3038100.0,3038100.0,1558.0,828100.0,256620.0,828100.0,910.0,1774500.0,1774500.0,1774500.0,910.0,79524.0,256620.0,282.0,549900.0,549900.0,549900.0,282.0,828100.0,910.0,1774500.0,1774500.0,1774500.0,910.0,1.0,1950.0,1950.0,1950.0,1.0,3802500.0,3802500.0,3802500.0,1950.0,3802500.0,3802500.0,1950.0,3802500.0,1950.0,1.0,152000
7.0,1947.0,991.0,678.0,991.0,2.0,2004.0,2004.0,2005.0,2.0,49.0,13629.0,6937.0,4746.0,6937.0,14.0,14028.0,14028.0,14035.0,14.0,3790809.0,1929477.0,1320066.0,1929477.0,3894.0,3901788.0,3901788.0,3903735.0,3894.0,982081.0,671898.0,982081.0,1982.0,1985964.0,1985964.0,1986955.0,1982.0,459684.0,671898.0,1356.0,1358712.0,1358712.0,1359390.0,1356.0,982081.0,1982.0,1985964.0,1985964.0,1986955.0,1982.0,4.0,4008.0,4008.0,4010.0,4.0,4016016.0,4016016.0,4018020.0,4008.0,4016016.0,4018020.0,4008.0,4020025.0,4010.0,4.0,254900
7.0,1657.0,832.0,483.0,832.0,2.0,1994.0,1994.0,1995.0,2.0,49.0,11599.0,5824.0,3381.0,5824.0,14.0,13958.0,13958.0,13965.0,14.0,2745649.0,1378624.0,800331.0,1378624.0,3314.0,3304058.0,3304058.0,3305715.0,3314.0,692224.0,401856.0,692224.0,1664.0,1659008.0,1659008.0,1659840.0,1664.0,233289.0,401856.0,966.0,963102.0,963102.0,963585.0,966.0,692224.0,1664.0,1659008.0,1659008.0,1659840.0,1664.0,4.0,3988.0,3988.0,3990.0,4.0,3976036.0,3976036.0,3978030.0,3988.0,3976036.0,3978030.0,3988.0,3980025.0,3990.0,4.0,189000
7.0,2064.0,2048.0,550.0,2064.0,2.0,1978.0,1978.0,1978.0,2.0,49.0,14448.0,14336.0,3850.0,14448.0,14.0,13846.0,13846.0,13846.0,14.0,4260096.0,4227072.0,1135200.0,4260096.0,4128.0,4082592.0,4082592.0,4082592.0,4128.0,4194304.0,1126400.0,4227072.0,4096.0,4050944.0,4050944.0,4050944.0,4096.0,302500.0,1135200.0,1100.0,1087900.0,1087900.0,1087900.0,1100.0,4260096.0,4128.0,4082592.0,4082592.0,4082592.0,4128.0,4.0,3956.0,3956.0,3956.0,4.0,3912484.0,3912484.0,3912484.0,3956.0,3912484.0,3912484.0,3956.0,3912484.0,3956.0,4.0,235000
5.0,1164.0,1164.0,240.0,1164.0,1.0,1950.0,1950.0,1950.0,1.0,25.0,5820.0,5820.0,1200.0,5820.0,5.0,9750.0,9750.0,9750.0,5.0,1354896.0,1354896.0,279360.0,1354896.0,1164.0,2269800.0,2269800.0,2269800.0,1164.0,1354896.0,279360.0,1354896.0,1164.0,2269800.0,2269800.0,2269800.0,1164.0,57600.0,279360.0,240.0,468000.0,468000.0,468000.0,240.0,1354896.0,1164.0,2269800.0,2269800.0,2269800.0,1164.0,1.0,1950.0,1950.0,1950.0,1.0,3802500.0,3802500.0,3802500.0,1950.0,3802500.0,3802500.0,1950.0,3802500.0,1950.0,1.0,125000
7.0,836.0,836.0,308.0,836.0,1.0,1975.0,1975.0,1975.0,1.0,49.0,5852.0,5852.0,2156.0,5852.0,7.0,13825.0,13825.0,13825.0,7.0,698896.0,698896.0,257488.0,698896.0,836.0,1651100.0,1651100.0,1651100.0,836.0,698896.0,257488.0,698896.0,836.0,1651100.0,1651100.0,1651100.0,836.0,94864.0,257488.0,308.0,608300.0,608300.0,608300.0,308.0,698896.0,836.0,1651100.0,1651100.0,1651100.0,836.0,1.0,1975.0,1975.0,1975.0,1.0,3900625.0,3900625.0,3900625.0,1975.0,3900625.0,3900625.0,1975.0,3900625.0,1975.0,1.0,120000
1.0,1600.0,0.0,270.0,1600.0,1.0,1951.0,1951.0,1951.0,1.0,1.0,1600.0,0.0,270.0,1600.0,1.0,1951.0,1951.0,1951.0,1.0,2560000.0,0.0,432000.0,2560000.0,1600.0,3121600.0,3121600.0,3121600.0,1600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72900.0,432000.0,270.0,526770.0,526770.0,526770.0,270.0,2560000.0,1600.0,3121600.0,3121600.0,3121600.0,1600.0,1.0,1951.0,1951.0,1951.0,1.0,3806401.0,3806401.0,3806401.0,1951.0,3806401.0,3806401.0,1951.0,3806401.0,1951.0,1.0,81500
6.0,816.0,816.0,0.0,816.0,0.0,1990.0,1965.0,1990.0,1.0,36.0,4896.0,4896.0,0.0,4896.0,0.0,11940.0,11790.0,11940.0,6.0,665856.0,665856.0,0.0,665856.0,0.0,1623840.0,1603440.0,1623840.0,816.0,665856.0,0.0,665856.0,0.0,1623840.0,1603440.0,1623840.0,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665856.0,0.0,1623840.0,1603440.0,1623840.0,816.0,0.0,0.0,0.0,0.0,0.0,3960100.0,3910350.0,3960100.0,1990.0,3861225.0,3910350.0,1965.0,3960100.0,1990.0,1.0,118500
9.0,1766.0,1766.0,478.0,1766.0,3.0,2009.0,2009.0,2009.0,2.0,81.0,15894.0,15894.0,4302.0,15894.0,27.0,18081.0,18081.0,18081.0,18.0,3118756.0,3118756.0,844148.0,3118756.0,5298.0,3547894.0,3547894.0,3547894.0,3532.0,3118756.0,844148.0,3118756.0,5298.0,3547894.0,3547894.0,3547894.0,3532.0,228484.0,844148.0,1434.0,960302.0,960302.0,960302.0,956.0,3118756.0,5298.0,3547894.0,3547894.0,3547894.0,3532.0,9.0,6027.0,6027.0,6027.0,6.0,4036081.0,4036081.0,4036081.0,4018.0,4036081.0,4036081.0,4018.0,4036081.0,4018.0,4.0,370878
5.0,2002.0,1001.0,871.0,1001.0,3.0,1949.0,1949.0,1950.0,2.0,25.0,10010.0,5005.0,4355.0,5005.0,15.0,9745.0,9745.0,9750.0,10.0,4008004.0,2004002.0,1743742.0,2004002.0,6006.0,3901898.0,3901898.0,3903900.0,4004.0,1002001.0,871871.0,1002001.0,3003.0,1950949.0,1950949.0,1951950.0,2002.0,758641.0,871871.0,2613.0,1697579.0,1697579.0,1698450.0,1742.0,1002001.0,3003.0,1950949.0,1950949.0,1951950.0,2002.0,9.0,5847.0,5847.0,5850.0,6.0,3798601.0,3798601.0,3800550.0,3898.0,3798601.0,3800550.0,3898.0,3802500.0,3900.0,4.0,145000
7.0,1954.0,798.0,431.0,1137.0,2.0,1939.0,1939.0,2006.0,1.0,49.0,13678.0,5586.0,3017.0,7959.0,14.0,13573.0,13573.0,14042.0,7.0,3818116.0,1559292.0,842174.0,2221698.0,3908.0,3788806.0,3788806.0,3919724.0,1954.0,636804.0,343938.0,907326.0,1596.0,1547322.0,1547322.0,1600788.0,798.0,185761.0,490047.0,862.0,835709.0,835709.0,864586.0,431.0,1292769.0,2274.0,2204643.0,2204643.0,2280822.0,1137.0,4.0,3878.0,3878.0,4012.0,2.0,3759721.0,3759721.0,3889634.0,1939.0,3759721.0,3889634.0,1939.0,4024036.0,2006.0,1.0,311500
7.0,1364.0,1220.0,437.0,1364.0,2.0,2006.0,2006.0,2006.0,2.0,49.0,9548.0,8540.0,3059.0,9548.0,14.0,14042.0,14042.0,14042.0,14.0,1860496.0,1664080.0,596068.0,1860496.0,2728.0,2736184.0,2736184.0,2736184.0,2728.0,1488400.0,533140.0,1664080.0,2440.0,2447320.0,2447320.0,2447320.0,2440.0,190969.0,596068.0,874.0,876622.0,876622.0,876622.0,874.0,1860496.0,2728.0,2736184.0,2736184.0,2736184.0,2728.0,4.0,4012.0,4012.0,4012.0,4.0,4024036.0,4024036.0,4024036.0,4012.0,4024036.0,4024036.0,4012.0,4024036.0,4012.0,4.0,210250
7.0,1861.0,916.0,492.0,920.0,2.0,2002.0,2002.0,2002.0,2.0,49.0,13027.0,6412.0,3444.0,6440.0,14.0,14014.0,14014.0,14014.0,14.0,3463321.0,1704676.0,915612.0,1712120.0,3722.0,3725722.0,3725722.0,3725722.0,3722.0,839056.0,450672.0,842720.0,1832.0,1833832.0,1833832.0,1833832.0,1832.0,242064.0,452640.0,984.0,984984.0,984984.0,984984.0,984.0,846400.0,1840.0,1841840.0,1841840.0,1841840.0,1840.0,4.0,4004.0,4004.0,4004.0,4.0,4008004.0,4008004.0,4008004.0,4004.0,4008004.0,4008004.0,4004.0,4008004.0,4004.0,4.0,200000
5.0,1734.0,0.0,539.0,1302.0,2.0,1977.0,1977.0,1977.0,2.0,25.0,8670.0,0.0,2695.0,6510.0,10.0,9885.0,9885.0,9885.0,10.0,3006756.0,0.0,934626.0,2257668.0,3468.0,3428118.0,3428118.0,3428118.0,3468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290521.0,701778.0,1078.0,1065603.0,1065603.0,1065603.0,1078.0,1695204.0,2604.0,2574054.0,2574054.0,2574054.0,2604.0,4.0,3954.0,3954.0,3954.0,4.0,3908529.0,3908529.0,3908529.0,3954.0,3908529.0,3908529.0,3954.0,3908529.0,3954.0,4.0,126000
4.0,1039.0,405.0,281.0,717.0,1.0,1900.0,1940.0,2003.0,1.0,16.0,4156.0,1620.0,1124.0,2868.0,4.0,7600.0,7760.0,8012.0,4.0,1079521.0,420795.0,291959.0,744963.0,1039.0,1974100.0,2015660.0,2081117.0,1039.0,164025.0,113805.0,290385.0,405.0,769500.0,785700.0,811215.0,405.0,78961.0,201477.0,281.0,533900.0,545140.0,562843.0,281.0,514089.0,717.0,1362300.0,1390980.0,1436151.0,717.0,1.0,1900.0,1940.0,2003.0,1.0,3610000.0,3686000.0,3805700.0,1900.0,3763600.0,3885820.0,1940.0,4012009.0,2003.0,1.0,114000
4.0,1510.0,677.0,720.0,833.0,2.0,1910.0,1974.0,1950.0,2.0,16.0,6040.0,2708.0,2880.0,3332.0,8.0,7640.0,7896.0,7800.0,8.0,2280100.0,1022270.0,1087200.0,1257830.0,3020.0,2884100.0,2980740.0,2944500.0,3020.0,458329.0,487440.0,563941.0,1354.0,1293070.0,1336398.0,1320150.0,1354.0,518400.0,599760.0,1440.0,1375200.0,1421280.0,1404000.0,1440.0,693889.0,1666.0,1591030.0,1644342.0,1624350.0,1666.0,4.0,3820.0,3948.0,3900.0,4.0,3648100.0,3770340.0,3724500.0,3820.0,3896676.0,3849300.0,3948.0,3802500.0,3900.0,4.0,87500
8.0,2541.0,1149.0,729.0,1164.0,3.0,2005.0,2005.0,2005.0,3.0,64.0,20328.0,9192.0,5832.0,9312.0,24.0,16040.0,16040.0,16040.0,24.0,6456681.0,2919609.0,1852389.0,2957724.0,7623.0,5094705.0,5094705.0,5094705.0,7623.0,1320201.0,837621.0,1337436.0,3447.0,2303745.0,2303745.0,2303745.0,3447.0,531441.0,848556.0,2187.0,1461645.0,1461645.0,1461645.0,2187.0,1354896.0,3492.0,2333820.0,2333820.0,2333820.0,3492.0,9.0,6015.0,6015.0,6015.0,9.0,4020025.0,4020025.0,4020025.0,6015.0,4020025.0,4020025.0,6015.0,4020025.0,6015.0,9.0,349265
8.0,1512.0,1512.0,845.0,1512.0,3.0,2004.0,2004.0,2004.0,2.0,64.0,12096.0,12096.0,6760.0,12096.0,24.0,16032.0,16032.0,16032.0,16.0,2286144.0,2286144.0,1277640.0,2286144.0,4536.0,3030048.0,3030048.0,3030048.0,3024.0,2286144.0,1277640.0,2286144.0,4536.0,3030048.0,3030048.0,3030048.0,3024.0,714025.0,1277640.0,2535.0,1693380.0,1693380.0,1693380.0,1690.0,2286144.0,4536.0,3030048.0,3030048.0,3030048.0,3024.0,9.0,6012.0,6012.0,6012.0,6.0,4016016.0,4016016.0,4016016.0,4008.0,4016016.0,4016016.0,4008.0,4016016.0,4008.0,4.0,203000
7.0,1434.0,1454.0,527.0,1434.0,2.0,2001.0,2001.0,2001.0,2.0,49.0,10038.0,10178.0,3689.0,10038.0,14.0,14007.0,14007.0,14007.0,14.0,2056356.0,2085036.0,755718.0,2056356.0,2868.0,2869434.0,2869434.0,2869434.0,2868.0,2114116.0,766258.0,2085036.0,2908.0,2909454.0,2909454.0,2909454.0,2908.0,277729.0,755718.0,1054.0,1054527.0,1054527.0,1054527.0,1054.0,2056356.0,2868.0,2869434.0,2869434.0,2869434.0,2868.0,4.0,4002.0,4002.0,4002.0,4.0,4004001.0,4004001.0,4004001.0,4002.0,4004001.0,4004001.0,4002.0,4004001.0,4002.0,4.0,189000
7.0,1653.0,812.0,628.0,812.0,2.0,2003.0,2003.0,2003.0,2.0,49.0,11571.0,5684.0,4396.0,5684.0,14.0,14021.0,14021.0,14021.0,14.0,2732409.0,1342236.0,1038084.0,1342236.0,3306.0,3310959.0,3310959.0,3310959.0,3306.0,659344.0,509936.0,659344.0,1624.0,1626436.0,1626436.0,1626436.0,1624.0,394384.0,509936.0,1256.0,1257884.0,1257884.0,1257884.0,1256.0,659344.0,1624.0,1626436.0,1626436.0,1626436.0,1624.0,4.0,4006.0,4006.0,4006.0,4.0,4012009.0,4012009.0,4012009.0,4006.0,4012009.0,4012009.0,4006.0,4012009.0,4006.0,4.0,209000
6.0,2007.0,917.0,357.0,1090.0,1.0,1900.0,1930.0,1950.0,2.0,36.0,12042.0,5502.0,2142.0,6540.0,6.0,11400.0,11580.0,11700.0,12.0,4028049.0,1840419.0,716499.0,2187630.0,2007.0,3813300.0,3873510.0,3913650.0,4014.0,840889.0,327369.0,999530.0,917.0,1742300.0,1769810.0,1788150.0,1834.0,127449.0,389130.0,357.0,678300.0,689010.0,696150.0,714.0,1188100.0,1090.0,2071000.0,2103700.0,2125500.0,2180.0,1.0,1900.0,1930.0,1950.0,2.0,3610000.0,3667000.0,3705000.0,3800.0,3724900.0,3763500.0,3860.0,3802500.0,3900.0,4.0,160000
5.0,1037.0,1037.0,431.0,1037.0,2.0,1974.0,1974.0,1974.0,1.0,25.0,5185.0,5185.0,2155.0,5185.0,10.0,9870.0,9870.0,9870.0,5.0,1075369.0,1075369.0,446947.0,1075369.0,2074.0,2047038.0,2047038.0,2047038.0,1037.0,1075369.0,446947.0,1075369.0,2074.0,2047038.0,2047038.0,2047038.0,1037.0,185761.0,446947.0,862.0,850794.0,850794.0,850794.0,431.0,1075369.0,2074.0,2047038.0,2047038.0,2047038.0,1037.0,4.0,3948.0,3948.0,3948.0,2.0,3896676.0,3896676.0,3896676.0,1974.0,3896676.0,3896676.0,1974.0,3896676.0,1974.0,1.0,129000
5.0,1389.0,1389.0,418.0,1389.0,2.0,1974.0,1975.0,1975.0,1.0,25.0,6945.0,6945.0,2090.0,6945.0,10.0,9870.0,9875.0,9875.0,5.0,1929321.0,1929321.0,580602.0,1929321.0,2778.0,2741886.0,2743275.0,2743275.0,1389.0,1929321.0,580602.0,1929321.0,2778.0,2741886.0,2743275.0,2743275.0,1389.0,174724.0,580602.0,836.0,825132.0,825550.0,825550.0,418.0,1929321.0,2778.0,2741886.0,2743275.0,2743275.0,1389.0,4.0,3948.0,3950.0,3950.0,2.0,3896676.0,3898650.0,3898650.0,1974.0,3900625.0,3900625.0,1975.0,3900625.0,1975.0,1.0,170000
5.0,694.0,440.0,352.0,694.0,1.0,1913.0,1990.0,2002.0,1.0,25.0,3470.0,2200.0,1760.0,3470.0,5.0,9565.0,9950.0,10010.0,5.0,481636.0,305360.0,244288.0,481636.0,694.0,1327622.0,1381060.0,1389388.0,694.0,193600.0,154880.0,305360.0,440.0,841720.0,875600.0,880880.0,440.0,123904.0,244288.0,352.0,673376.0,700480.0,704704.0,352.0,481636.0,694.0,1327622.0,1381060.0,1389388.0,694.0,1.0,1913.0,1990.0,2002.0,1.0,3659569.0,3806870.0,3829826.0,1913.0,3960100.0,3983980.0,1990.0,4008004.0,2002.0,1.0,90350
6.0,1096.0,572.0,0.0,572.0,0.0,1924.0,1965.0,1950.0,1.0,36.0,6576.0,3432.0,0.0,3432.0,0.0,11544.0,11790.0,11700.0,6.0,1201216.0,626912.0,0.0,626912.0,0.0,2108704.0,2153640.0,2137200.0,1096.0,327184.0,0.0,327184.0,0.0,1100528.0,1123980.0,1115400.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327184.0,0.0,1100528.0,1123980.0,1115400.0,572.0,0.0,0.0,0.0,0.0,0.0,3701776.0,3780660.0,3751800.0,1924.0,3861225.0,3831750.0,1965.0,3802500.0,1950.0,1.0,79000
5.0,894.0,894.0,552.0,894.0,2.0,1972.0,1975.0,1972.0,1.0,25.0,4470.0,4470.0,2760.0,4470.0,10.0,9860.0,9875.0,9860.0,5.0,799236.0,799236.0,493488.0,799236.0,1788.0,1762968.0,1765650.0,1762968.0,894.0,799236.0,493488.0,799236.0,1788.0,1762968.0,1765650.0,1762968.0,894.0,304704.0,493488.0,1104.0,1088544.0,1090200.0,1088544.0,552.0,799236.0,1788.0,1762968.0,1765650.0,1762968.0,894.0,4.0,3944.0,3950.0,3944.0,2.0,3888784.0,3894700.0,3888784.0,1972.0,3900625.0,3894700.0,1975.0,3888784.0,1972.0,1.0,149900
5.0,864.0,864.0,576.0,864.0,2.0,1971.0,1977.0,1971.0,1.0,25.0,4320.0,4320.0,2880.0,4320.0,10.0,9855.0,9885.0,9855.0,5.0,746496.0,746496.0,497664.0,746496.0,1728.0,1702944.0,1708128.0,1702944.0,864.0,746496.0,497664.0,746496.0,1728.0,1702944.0,1708128.0,1702944.0,864.0,331776.0,497664.0,1152.0,1135296.0,1138752.0,1135296.0,576.0,746496.0,1728.0,1702944.0,1708128.0,1702944.0,864.0,4.0,3942.0,3954.0,3942.0,2.0,3884841.0,3896667.0,3884841.0,1971.0,3908529.0,3896667.0,1977.0,3884841.0,1971.0,1.0,123000
4.0,1774.0,1095.0,779.0,1095.0,3.0,1900.0,1920.0,1950.0,2.0,16.0,7096.0,4380.0,3116.0,4380.0,12.0,7600.0,7680.0,7800.0,8.0,3147076.0,1942530.0,1381946.0,1942530.0,5322.0,3370600.0,3406080.0,3459300.0,3548.0,1199025.0,853005.0,1199025.0,3285.0,2080500.0,2102400.0,2135250.0,2190.0,606841.0,853005.0,2337.0,1480100.0,1495680.0,1519050.0,1558.0,1199025.0,3285.0,2080500.0,2102400.0,2135250.0,2190.0,9.0,5700.0,5760.0,5850.0,6.0,3610000.0,3648000.0,3705000.0,3800.0,3686400.0,3744000.0,3840.0,3802500.0,3900.0,4.0,87000
6.0,1118.0,1096.0,358.0,1118.0,1.0,1977.0,1977.0,1977.0,1.0,36.0,6708.0,6576.0,2148.0,6708.0,6.0,11862.0,11862.0,11862.0,6.0,1249924.0,1225328.0,400244.0,1249924.0,1118.0,2210286.0,2210286.0,2210286.0,1118.0,1201216.0,392368.0,1225328.0,1096.0,2166792.0,2166792.0,2166792.0,1096.0,128164.0,400244.0,358.0,707766.0,707766.0,707766.0,358.0,1249924.0,1118.0,2210286.0,2210286.0,2210286.0,1118.0,1.0,1977.0,1977.0,1977.0,1.0,3908529.0,3908529.0,3908529.0,1977.0,3908529.0,3908529.0,1977.0,3908529.0,1977.0,1.0,171000
6.0,1252.0,1032.0,288.0,1032.0,1.0,1950.0,1950.0,1950.0,1.0,36.0,7512.0,6192.0,1728.0,6192.0,6.0,11700.0,11700.0,11700.0,6.0,1567504.0,1292064.0,360576.0,1292064.0,1252.0,2441400.0,2441400.0,2441400.0,1252.0,1065024.0,297216.0,1065024.0,1032.0,2012400.0,2012400.0,2012400.0,1032.0,82944.0,297216.0,288.0,561600.0,561600.0,561600.0,288.0,1065024.0,1032.0,2012400.0,2012400.0,2012400.0,1032.0,1.0,1950.0,1950.0,1950.0,1.0,3802500.0,3802500.0,3802500.0,1950.0,3802500.0,3802500.0,1950.0,3802500.0,1950.0,1.0,119000
5.0,1148.0,1148.0,672.0,1148.0,1.0,1959.0,1959.0,1959.0,1.0,25.0,5740.0,5740.0,3360.0,5740.0,5.0,9795.0,9795.0,9795.0,5.0,1317904.0,1317904.0,771456.0,1317904.0,1148.0,2248932.0,2248932.0,2248932.0,1148.0,1317904.0,771456.0,1317904.0,1148.0,2248932.0,2248932.0,2248932.0,1148.0,451584.0,771456.0,672.0,1316448.0,1316448.0,1316448.0,672.0,1317904.0,1148.0,2248932.0,2248932.0,2248932.0,1148.0,1.0,1959.0,1959.0,1959.0,1.0,3837681.0,3837681.0,3837681.0,1959.0,3837681.0,3837681.0,1959.0,3837681.0,1959.0,1.0,132500
8.0,1666.0,588.0,228.0,833.0,1.0,1925.0,1925.0,1996.0,1.0,64.0,13328.0,4704.0,1824.0,6664.0,8.0,15400.0,15400.0,15968.0,8.0,2775556.0,979608.0,379848.0,1387778.0,1666.0,3207050.0,3207050.0,3325336.0,1666.0,345744.0,134064.0,489804.0,588.0,1131900.0,1131900.0,1173648.0,588.0,51984.0,189924.0,228.0,438900.0,438900.0,455088.0,228.0,693889.0,833.0,1603525.0,1603525.0,1662668.0,833.0,1.0,1925.0,1925.0,1996.0,1.0,3705625.0,3705625.0,3842300.0,1925.0,3705625.0,3842300.0,1925.0,3984016.0,1996.0,1.0,161000
9.0,1947.0,1357.0,725.0,1366.0,3.0,2001.0,2001.0,2002.0,2.0,81.0,17523.0,12213.0,6525.0,12294.0,27.0,18009.0,18009.0,18018.0,18.0,3790809.0,2642079.0,1411575.0,2659602.0,5841.0,3895947.0,3895947.0,3897894.0,3894.0,1841449.0,983825.0,1853662.0,4071.0,2715357.0,2715357.0,2716714.0,2714.0,525625.0,990350.0,2175.0,1450725.0,1450725.0,1451450.0,1450.0,1865956.0,4098.0,2733366.0,2733366.0,2734732.0,2732.0,9.0,6003.0,6003.0,6006.0,6.0,4004001.0,4004001.0,4006002.0,4002.0,4004001.0,4006002.0,4002.0,4008004.0,4004.0,4.0,274000
5.0,912.0,912.0,336.0,912.0,1.0,1967.0,1974.0,1967.0,1.0,25.0,4560.0,4560.0,1680.0,4560.0,5.0,9835.0,9870.0,9835.0,5.0,831744.0,831744.0,306432.0,831744.0,912.0,1793904.0,1800288.0,1793904.0,912.0,831744.0,306432.0,831744.0,912.0,1793904.0,1800288.0,1793904.0,912.0,112896.0,306432.0,336.0,660912.0,663264.0,660912.0,336.0,831744.0,912.0,1793904.0,1800288.0,1793904.0,912.0,1.0,1967.0,1974.0,1967.0,1.0,3869089.0,3882858.0,3869089.0,1967.0,3896676.0,3882858.0,1974.0,3869089.0,1967.0,1.0,125000
5.0,1195.0,1195.0,0.0,1195.0,0.0,1946.0,1965.0,1950.0,2.0,25.0,5975.0,5975.0,0.0,5975.0,0.0,9730.0,9825.0,9750.0,10.0,1428025.0,1428025.0,0.0,1428025.0,0.0,2325470.0,2348175.0,2330250.0,2390.0,1428025.0,0.0,1428025.0,0.0,2325470.0,2348175.0,2330250.0,2390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1428025.0,0.0,2325470.0,2348175.0,2330250.0,2390.0,0.0,0.0,0.0,0.0,0.0,3786916.0,3823890.0,3794700.0,3892.0,3861225.0,3831750.0,3930.0,3802500.0,3900.0,4.0,98500
8.0,1624.0,1624.0,757.0,1624.0,3.0,1994.0,1994.0,1995.0,2.0,64.0,12992.0,12992.0,6056.0,12992.0,24.0,15952.0,15952.0,15960.0,16.0,2637376.0,2637376.0,1229368.0,2637376.0,4872.0,3238256.0,3238256.0,3239880.0,3248.0,2637376.0,1229368.0,2637376.0,4872.0,3238256.0,3238256.0,3239880.0,3248.0,573049.0,1229368.0,2271.0,1509458.0,1509458.0,1510215.0,1514.0,2637376.0,4872.0,3238256.0,3238256.0,3239880.0,3248.0,9.0,5982.0,5982.0,5985.0,6.0,3976036.0,3976036.0,3978030.0,3988.0,3976036.0,3978030.0,3988.0,3980025.0,3990.0,4.0,262000
